s,p_fail_scale,network_variant,failure_mode,capacity_reduction_factor,mean,std,count,ci_lower,ci_upper,finite_count,nonfinite_count
1.5,2.0,baseline,capacity_reduction,0.75,-30.01133634722926,0.0904967770245598,30,-30.04372020298573,-29.97895249147279,30,0
1.5,2.0,matched_redundancy,blocked,,-28.865921032021355,5.400118723109683,30,-30.798328699418757,-26.933513364623952,30,0
1.5,2.0,matched_redundancy,capacity_reduction,0.25,-29.12523006508376,4.186051134089939,30,-30.623189225317706,-27.627270904849812,30,0
1.5,2.0,matched_redundancy,capacity_reduction,0.5,-30.236794232661357,1.147577579397092,30,-30.647449595453693,-29.82613886986902,30,0
1.5,2.0,matched_redundancy,capacity_reduction,0.75,-29.983366179328026,0.05116887083427948,30,-30.001676724596056,-29.965055634059997,30,0
1.5,3.0,baseline,blocked,,-96078.93429204423,526096.1603286947,30,-284340.0274522462,92182.15886815777,30,0
1.5,3.0,baseline,capacity_reduction,0.25,-50.17907770564727,77.55370061097481,30,-77.93131305083422,-22.426842360460324,30,0
1.5,3.0,baseline,capacity_reduction,0.5,-31.068976388992027,4.128915102410537,30,-32.54648968287318,-29.59146309511088,30,0
1.5,3.0,baseline,capacity_reduction,0.75,-30.007205858909263,0.09394476711123542,30,-30.040823562072106,-29.97358815574642,30,0
1.5,3.0,matched_redundancy,blocked,,-28.62361375511042,5.888523396642853,30,-30.730794790339395,-26.516432719881443,30,0
1.5,3.0,matched_redundancy,capacity_reduction,0.25,-28.886666940272825,4.804152584856528,30,-30.605810864015638,-27.167523016530012,30,0
1.5,3.0,matched_redundancy,capacity_reduction,0.5,-30.281875562325357,1.219347883805895,30,-30.718213598711053,-29.845537525939662,30,0
1.5,3.0,matched_redundancy,capacity_reduction,0.75,-29.989859374958645,0.08238555885263557,30,-30.019340668569534,-29.960378081347756,30,0
2.0,0.0,baseline,blocked,,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.0,baseline,capacity_reduction,0.25,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.0,baseline,capacity_reduction,0.5,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.0,baseline,capacity_reduction,0.75,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.0,matched_redundancy,blocked,,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.0,matched_redundancy,capacity_reduction,0.25,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.0,matched_redundancy,capacity_reduction,0.5,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.0,matched_redundancy,capacity_reduction,0.75,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.25,baseline,blocked,,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.25,baseline,capacity_reduction,0.25,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.25,baseline,capacity_reduction,0.5,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.25,baseline,capacity_reduction,0.75,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.25,matched_redundancy,blocked,,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.25,matched_redundancy,capacity_reduction,0.25,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.25,matched_redundancy,capacity_reduction,0.5,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.25,matched_redundancy,capacity_reduction,0.75,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.5,baseline,blocked,,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.5,baseline,capacity_reduction,0.25,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.5,baseline,capacity_reduction,0.5,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.5,baseline,capacity_reduction,0.75,-29.98992364824653,0.0,30,-29.98992364824653,-29.98992364824653,30,0
2.0,0.5,matched_redundancy,blocked,,-29.55379108898893,2.388796407678466,30,-30.408610905133827,-28.698971272844034,30,0
2.0,0.5,matched_redundancy,capacity_reduction,0.25,-29.55379108898893,2.388796407678466,30,-30.408610905133827,-28.698971272844034,30,0
2.0,0.5,matched_redundancy,capacity_reduction,0.5,-29.84240620824653,0.8079862951341568,30,-30.13154039064653,-29.55327202584653,30,0
2.0,0.5,matched_redundancy,capacity_reduction,0.75,-29.968676280345296,0.11637662687117227,30,-30.010321121431716,-29.927031439258876,30,0
2.0,1.0,baseline,blocked,,-96079.79199453317,365533.99532646086,30,-226884.4523143897,34724.86832532335,30,0
2.0,1.0,baseline,capacity_reduction,0.25,-28618.27047311256,156568.6201219859,30,-84645.63163144827,27409.090685223146,30,0
2.0,1.0,baseline,capacity_reduction,0.5,-31.908305876888505,10.139170379952725,30,-35.53656140012755,-28.28005035364946,30,0
2.0,1.0,baseline,capacity_reduction,0.75,-30.33558570122626,1.8367555374088314,30,-30.99286022899434,-29.678311173458184,30,0
2.0,1.0,matched_redundancy,blocked,,-29.887124422322263,3.056217054795183,30,-30.980777649730566,-28.79347119491396,30,0
2.0,1.0,matched_redundancy,capacity_reduction,0.25,-29.887124422322263,3.056217054795183,30,-30.980777649730566,-28.79347119491396,30,0
2.0,1.0,matched_redundancy,capacity_reduction,0.5,-30.175739541579862,2.0218583906829863,30,-30.899252274703198,-29.452226808456526,30,0
2.0,1.0,matched_redundancy,capacity_reduction,0.75,-30.30200961367863,1.8334476294098256,30,-30.958100421771626,-29.645918805585637,30,0
2.0,1.5,baseline,blocked,,-144105.27645360128,439618.8270924791,30,-301420.85334457713,13210.300437374564,30,0
2.0,1.5,baseline,capacity_reduction,0.25,-28622.233410759964,156567.87306964537,30,-84649.32723984888,27404.860418328954,30,0
2.0,1.5,baseline,capacity_reduction,0.5,-32.14141985614776,10.173878065211172,30,-35.782095365048235,-28.50074434724729,30,0
2.0,1.5,baseline,capacity_reduction,0.75,-30.369161788773894,1.8394235898176228,30,-31.02739106683472,-29.710932510713068,30,0
2.0,1.5,matched_redundancy,blocked,,-29.784325196397997,3.104130948311079,30,-30.895124190400054,-28.67352620239594,30,0
2.0,1.5,matched_redundancy,capacity_reduction,0.25,-29.784325196397997,3.104130948311079,30,-30.895124190400054,-28.67352620239594,30,0
2.0,1.5,matched_redundancy,capacity_reduction,0.5,-30.361555434913196,2.247732509868286,30,-31.165896183523003,-29.55721468630339,30,0
2.0,1.5,matched_redundancy,capacity_reduction,0.75,-30.614095579110728,2.466160441950561,30,-31.496599759373105,-29.73159139884835,30,0
2.0,2.0,baseline,blocked,,-96079.95917766269,526095.8443892886,30,-284340.93928040017,92181.02092507477,30,0
2.0,2.0,baseline,capacity_reduction,0.25,-28620.89246153113,156568.12687867953,30,-84648.07711501648,27406.292191954217,30,0
2.0,2.0,baseline,capacity_reduction,0.5,-32.14141985614776,10.173878065211172,30,-35.782095365048235,-28.50074434724729,30,0
2.0,2.0,baseline,capacity_reduction,0.75,-30.369161788773894,1.8394235898176228,30,-31.02739106683472,-29.710932510713068,30,0
2.0,2.0,matched_redundancy,blocked,,-29.053610504495417,5.4777319913894305,30,-31.013791723254517,-27.093429285736317,30,0
2.0,2.0,matched_redundancy,capacity_reduction,0.25,-29.053610504495417,5.4777319913894305,30,-31.013791723254517,-27.093429285736317,30,0
2.0,2.0,matched_redundancy,capacity_reduction,0.5,-30.361555434913196,2.247732509868286,30,-31.165896183523003,-29.55721468630339,30,0
2.0,2.0,matched_redundancy,capacity_reduction,0.75,-30.614095579110728,2.466160441950561,30,-31.496599759373105,-29.73159139884835,30,0
2.0,3.0,baseline,blocked,,-96078.79233041154,526096.0648067655,30,-284339.85130853014,92182.26664770707,30,0
2.0,3.0,baseline,capacity_reduction,0.25,-61521.272530387294,234629.23298696725,30,-145482.26525435745,22439.72019358287,30,0
2.0,3.0,baseline,capacity_reduction,0.5,-33.875356171135216,14.921452576579904,30,-39.214929400200326,-28.535782942070107,30,0
2.0,3.0,baseline,capacity_reduction,0.75,-30.689440739268708,2.6784893135886465,30,-31.64792583043354,-29.730955648103876,30,0
2.0,3.0,matched_redundancy,blocked,,-28.79191507787979,6.022888952270152,30,-30.94717820967771,-26.63665194608187,30,0
2.0,3.0,matched_redundancy,capacity_reduction,0.25,-28.79191507787979,6.022888952270152,30,-30.94717820967771,-26.63665194608187,30,0
2.0,3.0,matched_redundancy,capacity_reduction,0.5,-30.44220184649324,2.4797112491134303,30,-31.32955512082255,-29.55484857216393,30,0
2.0,3.0,matched_redundancy,capacity_reduction,0.75,-30.634617283819843,2.468863255199703,30,-31.518088653381938,-29.751145914257748,30,0
