s,p_fail_scale,network_variant,failure_mode,capacity_reduction_factor,rep,seed,bus_makespan,multi_makespan,delta_makespan,bus_penalized_makespan,multi_penalized_makespan,delta_penalized_makespan,bus_success_count,multi_success_count,bus_success_rate,multi_success_rate,delta_success_rate,bus_completion_rate,multi_completion_rate,delta_completion_rate,bus_resource_eff,multi_resource_eff,delta_resource_eff,bus_leftover,multi_leftover,bus_censored_count,multi_censored_count,bus_total_personnel,multi_total_personnel,bus_bus_trips,multi_bus_trips,bus_train_trips,multi_train_trips,bus_bus_minutes,multi_bus_minutes,bus_train_minutes,multi_train_minutes,bus_lastmile_minutes,multi_lastmile_minutes,bus_lastmile_vehicle_minutes,multi_lastmile_vehicle_minutes,bus_road_vehicle_service_minutes,multi_road_vehicle_service_minutes,delta_road_vehicle_service_minutes,bus_train_service_minutes,multi_train_service_minutes,delta_train_service_minutes,bus_total_service_minutes,multi_total_service_minutes,delta_total_service_minutes,bus_passenger_travel_minutes,multi_passenger_travel_minutes,delta_passenger_travel_minutes,bus_passengers_per_vehicle_minute,multi_passengers_per_vehicle_minute,delta_passengers_per_vehicle_minute,bus_passengers_per_total_service_minute,multi_passengers_per_total_service_minute,delta_passengers_per_total_service_minute,bus_arrival_q50_min,multi_arrival_q50_min,delta_arrival_q50_min,bus_arrival_q90_min,multi_arrival_q90_min,delta_arrival_q90_min,bus_arrival_q95_min,multi_arrival_q95_min,delta_arrival_q95_min,bus_prob_completion_within_window,multi_prob_completion_within_window,delta_prob_completion_within_window,origin
1.2,1.5,baseline,blocked,,7,8,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,8.0,0.0,209.51,0.0,480.0,0.0,0.0,0.0,0.0,0.0,209.51,-209.51,0.0,480.0,-480.0,0.0,689.51,-689.51,0.0,69109.15,-69109.15,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,D
1.2,1.5,baseline,blocked,,8,9,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,8.0,0.0,213.12,0.0,480.0,0.0,0.0,0.0,0.0,0.0,213.12,-213.12,0.0,480.0,-480.0,0.0,693.12,-693.12,0.0,69266.14,-69266.14,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,D
1.2,1.5,baseline,blocked,,9,10,649.8712276025092,inf,-inf,649.8712276025092,1441440.0,-1440790.1287723975,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.7924,0.0,0.7924,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1262.04,294.18,0.0,480.0,0.0,0.0,0.0,0.0,1262.04,294.18,967.8599999999999,0.0,480.0,-480.0,1262.04,774.18,487.86,54871.14,72790.36,-17919.22,0.7924,0.0,0.7924,0.7924,0.0,0.7924,594.8712276025092,1440.0,-845.1287723974908,635.3712276025093,1440.0,-804.6287723974907,644.8712276025092,1440.0,-795.1287723974908,1.0,0.0,1.0,D
1.2,1.5,baseline,blocked,,10,11,637.9822397301863,inf,-inf,637.9822397301863,1441440.0,-1440802.0177602698,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0115,0.0,1.0115,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,988.59,208.46,0.0,480.0,0.0,0.0,0.0,0.0,988.59,208.46,780.13,0.0,480.0,-480.0,988.59,688.46,300.13,42982.13,69063.57,-26081.44000000001,1.0115,0.0,1.0115,1.0115,0.0,1.0115,582.9822397301863,1440.0,-857.0177602698137,623.4822397301864,1440.0,-816.5177602698136,632.9822397301863,1440.0,-807.0177602698137,1.0,0.0,1.0,D
1.2,1.5,baseline,blocked,,11,12,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,8.0,0.0,178.65,0.0,480.0,0.0,0.0,0.0,0.0,0.0,178.65,-178.65,0.0,480.0,-480.0,0.0,658.65,-658.65,0.0,67767.31,-67767.31,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,D
1.2,1.5,baseline,blocked,,12,13,641.5706597483111,inf,-inf,641.5706597483111,1441440.0,-1440798.4293402517,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9336,0.0,0.9336,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1071.12,294.18,0.0,480.0,0.0,0.0,0.0,0.0,1071.12,294.18,776.9399999999998,0.0,480.0,-480.0,1071.12,774.18,296.93999999999994,46570.56,72790.36,-26219.800000000003,0.9336,0.0,0.9336,0.9336,0.0,0.9336,586.5706597483111,1440.0,-853.4293402516889,627.0706597483112,1440.0,-812.9293402516888,636.5706597483111,1440.0,-803.4293402516889,1.0,0.0,1.0,D
1.2,1.5,baseline,blocked,,13,14,638.6736568037113,inf,-inf,638.6736568037113,1441440.0,-1440801.3263431962,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9955,0.0,0.9955,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1004.49,184.45,0.0,480.0,0.0,0.0,0.0,0.0,1004.49,184.45,820.04,0.0,480.0,-480.0,1004.49,664.45,340.03999999999996,43673.57,68019.51,-24345.939999999995,0.9955,0.0,0.9955,0.9955,0.0,0.9955,583.6736568037113,1440.0,-856.3263431962887,624.1736568037114,1440.0,-815.8263431962886,633.6736568037113,1440.0,-806.3263431962887,1.0,0.0,1.0,D
1.2,1.5,baseline,blocked,,14,15,639.011094458748,701.0349748954934,-62.02388043674546,639.011094458748,701.0349748954934,-62.02388043674546,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9879,0.8753,0.11260000000000003,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1012.25,178.65,0.0,480.0,0.0,483.8,0.0,483.8,1012.25,662.45,349.79999999999995,0.0,480.0,-480.0,1012.25,1142.45,-130.20000000000005,44011.0,88802.22,-44791.22,0.9879,1.5095,-0.5216000000000001,0.9879,0.8753,0.11260000000000003,584.011094458748,646.0349748954934,-62.02388043674546,624.5110944587481,686.5349748954935,-62.02388043674546,634.011094458748,696.0349748954934,-62.02388043674546,1.0,1.0,0.0,D
1.2,1.5,baseline,blocked,,15,16,638.8991544169837,inf,-inf,638.8991544169837,1441440.0,-1440801.100845583,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9904,0.0,0.9904,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1009.68,178.65,0.0,480.0,0.0,0.0,0.0,0.0,1009.68,178.65,831.03,0.0,480.0,-480.0,1009.68,658.65,351.03,43899.04,67767.31,-23868.269999999997,0.9904,0.0,0.9904,0.9904,0.0,0.9904,583.8991544169837,1440.0,-856.1008455830163,624.3991544169838,1440.0,-815.6008455830162,633.8991544169837,1440.0,-806.1008455830163,1.0,0.0,1.0,D
1.2,1.5,baseline,blocked,,16,17,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,D
1.2,1.5,baseline,blocked,,17,18,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,8.0,0.0,309.99,0.0,480.0,0.0,0.0,0.0,0.0,0.0,309.99,-309.99,0.0,480.0,-480.0,0.0,789.99,-789.99,0.0,73477.72,-73477.72,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,D
1.2,1.5,baseline,blocked,,18,19,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,D
1.2,1.5,baseline,blocked,,19,20,637.5818524681818,inf,-inf,637.5818524681818,1441440.0,-1440802.4181475318,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0211,0.0,1.0211,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,979.38,214.91,0.0,480.0,0.0,0.0,0.0,0.0,979.38,214.91,764.47,0.0,480.0,-480.0,979.38,694.91,284.47,42581.75,69343.95,-26762.199999999997,1.0211,0.0,1.0211,1.0211,0.0,1.0211,582.5818524681818,1440.0,-857.4181475318182,623.0818524681819,1440.0,-816.9181475318181,632.5818524681818,1440.0,-807.4181475318182,1.0,0.0,1.0,D
